20	27
20	61
20	67
20	70
20	71
20	76
20	77
20	78
20	79
69	20
69	21
69	22
69	23
69	24
69	25
69	26
69	27
69	28
69	29
69	32
69	60
69	61
69	62
69	63
69	64
69	65
69	66
69	67
69	68
69	70
69	76
69	78
69	79
68	20
68	21
68	22
68	23
68	24
68	25
68	26
68	27
68	28
68	29
68	34
68	38
68	60
68	61
68	62
68	63
68	64
68	65
68	66
68	67
68	69
23	20
23	22
23	29
23	69
23	68
23	25
23	66
23	65
23	28
23	67
23	61
23	70
23	71
23	72
23	74
23	77
23	78
23	79
65	20
65	22
65	23
65	24
65	25
65	27
65	29
65	32
65	34
65	38
65	60
65	61
65	63
65	66
65	68
65	69
65	67
65	77
66	20
66	22
66	23
66	25
66	26
66	27
66	28
66	29
66	32
66	34
66	38
66	60
66	61
66	63
66	65
66	68
66	69
66	67
66	70
66	72
66	73
66	78
66	79
28	20
28	23
28	25
28	27
28	68
28	69
28	66
28	29
28	60
28	63
28	61
28	67
28	78
25	20
25	21
25	22
25	23
25	24
25	66
25	68
25	69
25	60
25	63
25	29
25	65
25	27
25	26
25	28
25	61
25	62
25	64
25	67
25	70
25	72
25	79
29	20
29	22
29	23
29	25
29	27
29	28
29	69
29	66
29	68
29	60
29	65
29	61
29	67
29	70
29	71
29	72
29	73
29	76
29	78
29	79
62	20
62	24
62	25
62	26
62	27
62	32
62	34
62	60
62	61
62	69
62	64
62	68
62	63
62	70
62	71
62	72
62	73
62	74
62	76
27	20
27	21
27	22
27	24
27	25
27	26
27	60
27	63
27	68
27	69
27	66
27	28
27	29
27	62
27	64
27	65
27	71
61	20
61	23
61	25
61	28
61	29
61	31
61	35
61	36
61	37
61	65
61	69
61	68
61	66
61	62
61	71
61	72
61	76
61	77
61	79
67	20
67	23
67	25
67	28
67	29
67	34
67	60
67	65
67	66
67	68
67	69
70	20
70	23
70	25
70	29
70	30
70	33
70	34
70	37
70	38
70	39
70	62
70	64
70	66
70	69
70	74
70	73
70	75
71	20
71	23
71	27
71	29
71	31
71	33
71	35
71	38
71	39
71	61
71	62
71	64
71	74
71	76
71	73
71	75
76	20
76	24
76	29
76	30
76	31
76	33
76	35
76	36
76	37
76	38
76	39
76	61
76	62
76	64
76	69
76	71
76	72
76	73
76	74
76	75
76	77
76	79
77	20
77	23
77	24
77	31
77	35
77	36
77	38
77	61
77	64
77	65
77	73
77	74
77	76
78	20
78	22
78	23
78	28
78	29
78	37
78	38
78	60
78	64
78	66
78	69
79	20
79	23
79	24
79	25
79	29
79	30
79	33
79	36
79	38
79	61
79	66
79	69
79	76
21	60
21	27
21	68
21	26
21	22
21	25
21	63
21	69
21	45
26	21
26	22
26	24
26	25
26	27
26	60
26	63
26	69
26	68
26	62
26	66
26	64
22	21
22	60
22	68
22	66
22	69
22	27
22	29
22	25
22	26
22	65
22	23
22	63
22	64
22	78
63	21
63	22
63	24
63	25
63	26
63	27
63	28
63	60
63	62
63	68
63	69
63	66
63	65
63	64
64	22
64	24
64	25
64	26
64	27
64	32
64	35
64	38
64	39
64	60
64	62
64	63
64	69
64	68
64	70
64	71
64	72
64	73
64	74
64	75
64	76
64	77
64	78
72	23
72	25
72	29
72	30
72	31
72	32
72	33
72	36
72	37
72	38
72	61
72	62
72	64
72	66
72	76
72	75
74	23
74	30
74	31
74	33
74	35
74	37
74	38
74	39
74	62
74	64
74	70
74	71
74	73
74	76
74	75
74	77
24	26
24	64
24	25
24	63
24	62
24	27
24	60
24	69
24	68
24	65
24	76
24	77
24	79
73	29
73	30
73	33
73	38
73	39
73	62
73	64
73	66
73	70
73	71
73	74
73	76
73	77
73	75
30	34
30	72
30	74
30	38
30	73
30	79
30	37
30	76
30	70
30	36
34	30
34	38
34	70
34	66
34	67
34	65
34	62
34	68
34	36
34	37
34	39
38	30
38	31
38	32
38	33
38	34
38	35
38	36
38	37
38	66
38	65
38	60
38	64
38	68
38	39
38	70
38	71
38	72
38	73
38	74
38	75
38	76
38	77
38	78
38	79
37	30
37	31
37	34
37	38
37	76
37	74
37	70
37	78
37	72
37	61
36	30
36	31
36	32
36	34
36	35
36	76
36	72
36	77
36	79
36	38
36	61
31	74
31	38
31	77
31	76
31	35
31	39
31	71
31	61
31	72
31	33
31	36
31	37
31	75
35	31
35	76
35	38
35	39
35	71
35	77
35	74
35	61
35	64
35	75
35	36
39	31
39	34
39	35
39	38
39	76
39	74
39	71
39	73
39	70
39	64
33	31
33	73
33	74
33	38
33	71
33	76
33	75
33	70
33	72
33	79
75	31
75	32
75	33
75	35
75	38
75	64
75	70
75	71
75	72
75	73
75	74
75	76
32	38
32	65
32	66
32	62
32	64
32	69
32	36
32	72
32	75
